OPP TEAM,ODK,PLAY #,QTR,SERIES,HASH,SERIES END,DN,DIST,YARD LN,FZ,SIT,PERSONNEL,MOTION,OFF FORM,FORM LT/RT,FIB,BACKFIELD,FORM CODE,PLAY TYPE,PLAY TYPE 2,OFF PLAY,RUN TAG,PLAY DIR,SCR TAG,GAP,ROUTE CONCEPT,ROUTE 2,RESULT,BC,PASS ZONE,GN/LS,COVERAGE,DEF FRONT,PROTECTION (D),PENALTY
SUSQUEHANNA,D,1,1,1,L,,0,10,-28,UPFIELD,,20,Z ORBIT,BONE OPEN CON,LT,YES,INVERT,11,Run,,IZ,ARC OPTION,L,,C,,,Rush,R,,1,NINJA,OVER,,
SUSQUEHANNA,D,2,1,1,L,,2,9,-29,UPFIELD,,20,,DOUBLES,RT,,WEAK,23,Pass,,3 STEP,,,,,STICK,,Incomplete,Y,1,0,CLUB WEAK,CAT,6A0F,
SUSQUEHANNA,D,3,1,1,L,PUNT,3,9,-29,UPFIELD,,20,,DOUBLES,RT,,WEAK,23,Pass,,5 STEP,,,,,CROSS,SMASH,Incomplete,J,9,0,SOLO,CAT,6T0B,
SUSQUEHANNA,D,4,1,2,R,,0,10,-15,BACKED UP,,20,J ORBIT,FOX CUT,LT,,SPLIT,21,Run,,MZ,READ OPTION,R,,C,,,Rush,R,,4,TREY,PANTHER,,
SUSQUEHANNA,D,5,1,2,R,,2,6,-19,BACKED UP,,20,,TRIPS,LT,,WEAK,32,Pass,,5 STEP,,,,,CROSS,DIG,Incomplete,Z,4,0,FIRE,CAT,6A0F,
SUSQUEHANNA,D,6,1,2,R,,3,6,-19,BACKED UP,,20,J MESH,FOX CUT,LT,,SPLIT,21,Run,,Q POWER READ,,L,,A,,,Rush,Q,,7,CLUB,CAT,,
SUSQUEHANNA,D,7,1,2,M,,1,10,-26,UPFIELD,,20,,DOUBLES,RT,,STRONG,22,Pass,,5 STEP,,,,,VERTS,,Incomplete,R,2,0,BRILLO,EVEN,6A2B,
SUSQUEHANNA,D,8,1,2,M,FUMBLE,2,10,-26,UPFIELD,,20,,FOX,RT,,SPLIT,21,Run,,MZ,LEAD,L,,C,,,Fumble,R,,-5,3,CAT,,
SUSQUEHANNA,D,9,1,3,L,,0,10,-27,UPFIELD,,20,,WOLF OFF,LT,,STRONG,23,Run,,IZ,ARC,R,,B,,,Rush,R,,0,FIRE,CAT,,
SUSQUEHANNA,D,10,1,3,L,,2,10,-27,UPFIELD,,20,,FOX,RT,,PISTOL KING,21,Run,RPO,IZ,BASE,L,,A,SLANTS,,Rush,R,,2,TRAP,CAT,,
SUSQUEHANNA,D,11,1,3,L,PUNT,3,8,-29,UPFIELD,,20,,FOX,RT,,PISTOL QUEEN,21,Run,,IZ,READ OPTION,L,,C,,,Rush,Q,,-3,FIRE,CAT,,
SUSQUEHANNA,D,12,1,4,L,,0,10,-33,UPFIELD,,20,,FOX,RT,,SPLIT,21,Pass,,PAP,READ OPTION,L,,,DOUBLE GO,,Complete,R,1,17,SOLO,CAT,6A0B,
SUSQUEHANNA,D,13,1,4,R,,1,10,50,UPFIELD,,20,J MESH,FOX CUT,LT,,SPLIT,21,Run,,Q POWER,,L,,A,,,Rush,Q,,-3,CLUB,CAT,,
SUSQUEHANNA,D,14,1,4,R,,2,13,-47,UPFIELD,,20,,DOUBLES,LT,,STRONG,22,Pass,,3 STEP,,,,,HAMMER,DRAGON,Sack,Q,,-2,CLUB WEAK,EVEN,60 MAN,
SUSQUEHANNA,D,15,1,4,R,PUNT,3,15,-45,UPFIELD,,20,,TRIPS,LT,,STRONG,41,Run,RPO,Q DRAW,,,,A,STICK,HITCH,Rush,Q,,7,FIRE,,,
SUSQUEHANNA,D,16,2,5,R,,0,10,-11,BACKED UP,,20,,FOX,LT,,PISTOL QUEEN,21,Run,,MIDLINE,BASE,L,,E-Alley,,,Rush,Q,,9,SOLO,CAT,,
SUSQUEHANNA,D,17,2,5,R,,2,1,-20,UPFIELD,,20,,WOLF OFF,RT,,STRONG,23,Run,,MIDLINE,BASE,L,,D,,,Rush,Q,,8,FIRE,CAT,,
SUSQUEHANNA,D,18,2,5,R,,1,10,-28,UPFIELD,,20,Z ORBIT,BONE OPEN CON,LT,,INVERT,11,Pass,SCR,R SLIP SCR WK,,R,,,,,Sack,Q,,-11,NINJA,OVER,,
SUSQUEHANNA,D,19,2,5,M,,2,21,-17,BACKED UP,,20,,DOUBLES,LT,,STRONG,22,Pass,,5 STEP,,,,,SHILO,,Incomplete,Y,2,0,TREY WK MAX,DOG,6A0B,
SUSQUEHANNA,D,20,2,5,R,PUNT,3,21,-17,BACKED UP,,20,,TRIPS,LT,,STRONG,41,Run,,MIDLINE,,R,,A,,,Rush,R,,2,1,,,
SUSQUEHANNA,D,21,2,6,R,,0,10,-25,UPFIELD,,20,,WOLF OFF,RT,,STRONG,23,Pass,RPO,MIDLINE,,L,,,WAGGLE,,Incomplete,Y,3,0,TREY WK MAX,DOG,,
SUSQUEHANNA,D,22,2,6,R,,2,10,-25,UPFIELD,,20,,FOX CUT,LT,,SPLIT,21,Run,,MZ,LEAD,R,,E-Alley,,,Rush,R,,-10,HOT,CAT,,
SUSQUEHANNA,D,23,2,6,R,,2,20,-15,BACKED UP,,20,,TRIPS,LT,,STRONG,41,Pass,,3 STEP,,,,,STICK,GO,Complete,J,2,12,TREY MAX,CAT,6A0B,
SUSQUEHANNA,D,24,2,6,L,PUNT,3,8,-27,UPFIELD,,20,,DOUBLES CUT,RT,,STRONG,22,Pass,,5 STEP,,,,,SHOUT,VERT SWITCH,Complete,Y,3,4,FIRE,CAT,6A0B,
SUSQUEHANNA,D,25,2,7,M,,0,10,-10,BACKED UP,,20,,FOX,LT,,PISTOL QUEEN,21,Run,,MIDLINE,BASE,L,,E-Alley,,,Rush,Q,,0,CLUB,PANTHER,,
SUSQUEHANNA,D,26,2,7,R,,2,10,-10,BACKED UP,,20,J MESH,FOX CUT,LT,,SPLIT,21,Run,,Q POWER,,L,,B,,,Rush,Q,,3,SOLO,CAT,,
SUSQUEHANNA,D,27,2,7,M,,3,7,-13,BACKED UP,,20,,FOX,RT,,PISTOL KING,21,Run,,IZ,READ OPTION,R,,C,,,Rush,R,,9,FIRE,,,
SUSQUEHANNA,D,28,2,7,L,,1,10,-22,UPFIELD,,20,,DOUBLES CUT,RT,,STRONG,22,Pass,,5 STEP,,,,,MESH SPOT,,Complete,R,1,-4,CLUB WEAK,EVEN,60 MAN,
SUSQUEHANNA,D,29,2,7,R,INT,2,14,-18,BACKED UP,,20,,DOUBLES TIGHT,LT,,STRONG,22,Pass,,5 STEP,,,,,CROSS,HOSS,Interception,J,6,0,CLUB WEAK,CAT,60 MAN,
SUSQUEHANNA,D,30,2,8,L,HALF,0,10,-35,UPFIELD,,20,,TRIPS,RT,,STRONG,41,Run,,IZ,READ,L,,C,,,Rush,Q,,4,TREY,EVEN,,
SUSQUEHANNA,D,31,3,9,R,,0,10,-35,UPFIELD,,20,,FOX,LT,,SPLIT,21,Run,,IZ,BASE,L,,A,,,Rush,R,,5,3,CAT,,
SUSQUEHANNA,D,32,3,9,M,,2,5,-40,UPFIELD,,20,,FOX,RT,,SPLIT,21,Run,,MZ,LEAD,L,,A,,,Rush,R,,-2,FIRE,OVER,,
SUSQUEHANNA,D,33,3,9,M,PUNT,3,7,-38,UPFIELD,,20,,DOUBLES,LT,,STRONG,22,Pass,,3 STEP,,,,,STICK,,Incomplete,Y,1,0,7,EVEN,6A2B,
SUSQUEHANNA,D,34,3,10,R,,0,10,-23,UPFIELD,,20,,FOX CUT CON,LT,,PISTOL QUEEN,21,Pass,,5 STEP,,,,,MESH SPOT,,Incomplete,Z,7,0,2,EVEN,6A2F,
SUSQUEHANNA,D,35,3,10,R,,2,10,-23,UPFIELD,,20,,FOX CUT,LT,,SPLIT,21,Run,,Q POWER READ,,L,,C,,,Rush,R,,-3,FIRE,CAT,,
SUSQUEHANNA,D,36,3,10,M,,3,13,-20,UPFIELD,,20,,DOUBLES,RT,,STRONG,22,Pass,,5 STEP,,,,,SHILO,,Complete,Y,2,13,8,TIGER,6A1B,
SUSQUEHANNA,D,37,3,10,L,,1,10,-33,UPFIELD,,20,,DOUBLES,RT,,STRONG,22,Pass,,5 STEP,,,,,VERTS,,Complete,R,2,4,CLUB WEAK,CAT,6A0B,
SUSQUEHANNA,D,38,3,10,L,,2,6,-37,UPFIELD,,20,,FOX,RT,,PISTOL QUEEN,21,Run,RPO,IZ,BASE,L,,C,SLANTS,,Rush,R,,1,HOT,CAT,,
SUSQUEHANNA,D,39,3,10,L,PUNT,3,5,-38,UPFIELD,,20,,DOUBLES CUT CON,RT,,STRONG,22,Pass,,5 STEP,,,,,SHOUT,VERT SWITCH,Sack,Q,,-8,MATCH,EVEN,6A2B,
SUSQUEHANNA,D,40,4,11,L,,0,10,-35,UPFIELD,,20,,DOUBLES,RT,,WEAK,23,Run,RPO,IZ,LOCK,R,,A,STICK,,Rush,R,,10,TREY WK MAX,DOG,,
SUSQUEHANNA,D,41,4,11,M,,1,10,-45,UPFIELD,,20,,DOUBLES,RT,,STRONG,22,Pass,,3 STEP,,,,,CHAIR,,Complete,X,3,4,CLUB WEAK,CAT,6A0B,
SUSQUEHANNA,D,42,4,11,L,,2,6,-49,UPFIELD,,20,,TRIPS,RT,,STRONG,41,Run,RPO,Q DRAW,,R,,B,STICK,,Rush,Q,,1,TREY,CAT,,
SUSQUEHANNA,D,43,4,11,R,PUNT,3,5,50,UPFIELD,,20,,FOX,LT,,SPLIT,21,Run,,IZ,READ OPTION,R,,A,,,Rush,R,,1,MATCH,EVEN,,
MCDANIEL,D,44,1,1,R,,0,10,-18,BACKED UP,,20,,FOX CUT,LT,,PISTOL QUEEN,21,Run,,COUNTER,,L,,A,,,Rush,R,,2,4,OVER,,
MCDANIEL,D,45,1,1,R,,2,8,-20,UPFIELD,,20,,FOX CUT CON,LT,,PISTOL QUEEN,21,Pass,,5 STEP,,,,,MESH SPOT,,Complete,Z,7,33,4,OVER,6A1F,
MCDANIEL,D,46,1,1,L,,1,10,47,UPFIELD,,20,,FOX,RT,,PISTOL KING,21,Run,RPO,IZ,BASE,L,,B,SLANTS,,Rush,R,,2,4,OVER,,
MCDANIEL,D,47,1,1,M,,2,8,45,UPFIELD,,20,,FOX,RT,,SPLIT,21,Pass,,PAP,READ OPTION,L,,,DBL POST,GO,Incomplete,Z,8,0,4,OVER,6A3B,
MCDANIEL,D,48,1,1,M,,3,8,45,UPFIELD,,20,JAC,TRIPS,RT,,STRONG,41,Pass,,5 STEP,,,,,VERTS,,Penalty,J,8,15,HOT,DOG,6A4B,
MCDANIEL,D,49,1,1,M,,1,10,30,GREEN ZONE,,20,DUMMY,WOLF OFF CUT CON,LT,,STRONG,23,Run,,POWER LEAD OPTION,,L,,E-Alley,,,Rush,R,,7,3,OVER,,
MCDANIEL,D,50,1,1,L,,2,3,23,RED ZONE,,20,,FOX CUT,RT,,PISTOL QUEEN,21,Run,,MZ,LEAD,L,,A,,,Rush,R,,4,HOT,OVER,,
MCDANIEL,D,51,1,1,L,,1,10,19,RED ZONE,,20,,FOX CUT,RT,,PISTOL QUEEN,21,Run,,MZ,LEAD,L,,A,,,Rush,R,,5,4,OVER,,
MCDANIEL,D,52,1,1,M,,2,5,14,RED ZONE,,20,,FOX CUT,RT,,PISTOL KING,21,Run,,POWER LEAD OPTION,,R,,D,,,Rush,R,,7,4,OVER,,
MCDANIEL,D,53,1,1,R,,1,7,7,RED ZONE,,20,,WOLF OFF CUT SIB,LT,,WEAK,23,Run,,IZ,BASE,L,,A,,,Rush,R,,1,4,OVER,,
MCDANIEL,D,54,1,1,R,TD,2,6,6,RED ZONE,,20,,FOX CUT,LT,,PISTOL QUEEN,21,Run,,COUNTER,,L,,C,,,Rush,R,,6,4,OVER,,
MCDANIEL,D,55,1,2,R,,0,10,47,UPFIELD,,20,,FOX CUT CON,LT,,PISTOL QUEEN,21,Pass,,5 STEP,,,,,MESH SPOT SWITCH,,Incomplete,Z,7,0,7,OVER,6A3F,
MCDANIEL,D,56,1,2,M,,2,10,47,UPFIELD,,10,DUMMY,DOUBLES,LT,,STRONG,22,Pass,RPO,IZ,LOCK,R,,,STICK,,Incomplete,J,3,0,CLUB WEAK,OVER,,
MCDANIEL,D,57,1,2,M,PUNT,3,10,47,UPFIELD,,20,,WOLF OFF CUT SIB,LT,,STRONG,22,Pass,,5 STEP,,,,,BENCH,KNIFE,Complete,Y,1,6,4,OVER,6A2B,
MCDANIEL,D,58,2,3,R,,0,10,50,UPFIELD,,10,,DOUBLES,LT,,WEAK,23,Pass,,5 STEP,,,,,SHILO,,Incomplete,Y,5,0,CLUB WEAK,OVER,6A3F,
MCDANIEL,D,59,2,3,R,,2,10,50,UPFIELD,,10,,DOUBLES,LT,,STRONG,22,Run,,IZ,READ,R,,A,,,Rush,R,,3,CLUB WEAK,OVER,,
MCDANIEL,D,60,2,3,R,,3,7,47,UPFIELD,,10,,DOUBLES TIGHT,LT,,WEAK,23,Pass,,5 STEP,,,,,CROSS,HOSS,Complete,J,9,34,1,BEAR,60 MAN,
MCDANIEL,D,61,2,3,R,,1,10,13,RED ZONE,,10,J MESH,FOX,LT,,SPLIT,21,Run,,IZ,READ,R,,B,,,Rush,R,,0,CLUB,OVER,,
MCDANIEL,D,62,2,3,R,TD,2,10,13,RED ZONE,,10,,TRIPS BUNCH,LT,,STRONG,41,Run,,MZ,,R,,E-Alley,,,Rush,R,,13,1,EVEN,,
MCDANIEL,D,63,2,4,M,,0,10,-48,UPFIELD,,20,DUMMY,WOLF OFF CON,LT,,STRONG,23,Run,,POWER LEAD OPTION,,L,,E-Alley,,,Rush,R,,17,4,OVER,,
MCDANIEL,D,64,2,4,L,INT,1,10,35,GREEN ZONE,,10,J MESH,FOX TIGHT,RT,,SPLIT,21,Pass,,PAP,OZ,R,,,SLICE,GO,Interception,Z,8,0,CLUB,OVER,6A2B,
MCDANIEL,D,65,2,5,R,,0,10,-24,UPFIELD,,10,J ORBIT,FOX TIGHT,LT,,SPLIT,21,Run,,MZ,READ OPTION,R,,B,,,Rush,R,,1,CLUB,OVER,,
MCDANIEL,D,66,2,5,R,TD,2,9,-25,UPFIELD,,10,FLIP,DOUBLES,LT,,WEAK,23,Pass,,5 STEP,,,,,SHILO,,Complete,Y,5,75,CLUB WEAK,OVER,6A3F,
MCDANIEL,D,68,3,6,L,,0,10,-24,UPFIELD,,20,,WOLF OFF CUT SIB,RT,,WEAK,23,Run,,IZ,BASE,R,,,,,Rush,R,,2,CLUB,OVER,,
MCDANIEL,D,69,3,6,L,TD,2,8,-26,UPFIELD,,20,,FOX TIGHT,RT,,PISTOL QUEEN,21,Pass,,5 STEP,,,,,KNIFE,DRACO,Complete,X,8,74,4,OVER,6A2B,
MCDANIEL,D,70,3,7,L,,0,10,-21,UPFIELD,,20,,FOX CUT,RT,,PISTOL QUEEN,21,Run,,COUNTER,,R,,B,,,Rush,R,,8,TRAP,OVER,,
MCDANIEL,D,71,3,7,L,,2,2,-29,UPFIELD,,10,,TRIPS,RT,,STRONG,41,Run,,MZ,,L,,B,,,Rush,R,,0,CLUB,OVER,,
MCDANIEL,D,72,3,7,L,,3,2,-29,UPFIELD,,10,,DOUBLES,RT,,WEAK,23,Pass,RPO,IZ,,R,,,STICK,,Complete,J,1,6,MATCH,FIELD,,
MCDANIEL,D,73,3,7,L,,1,10,-35,UPFIELD,,20,,FOX,RT,,PISTOL QUEEN,21,Pass,,5 STEP,,,,,SLUGGO,,Scramble,Q,,8,3 WEAK,CAT,6A0F,
MCDANIEL,D,74,3,7,L,,2,2,-43,UPFIELD,,10,J MESH,FOX TIGHT,RT,,SPLIT,21,Run,,Q POWER READ,,R,,D,,,Rush,J,,3,CLUB,DOG,,
MCDANIEL,D,75,3,7,R,,1,10,-46,UPFIELD,,20,,FOX CUT,LT,,PISTOL QUEEN,21,Run,,MZ,LEAD,R,,A,,,Rush,R,,8,4,CAT,,
MCDANIEL,D,76,3,7,R,,2,2,46,UPFIELD,,20,,FOX TIGHT,LT,,PISTOL QUEEN,21,Pass,RPO,IZ,BASE,L,,,,GLANCE,Complete,X,8,21,HOT,DOG,,
MCDANIEL,D,77,3,7,R,,1,10,25,RED ZONE,,10,J ORBIT,FOX CUT,LT,,SPLIT,21,Run,,MZ,READ OPTION,R,,A,,,Rush,R,,3,HOT,DOG,,
MCDANIEL,D,78,3,7,R,,2,7,22,RED ZONE,,20,,WOLF OFF SIB,LT,,STRONG,22,Run,,POWER LEAD OPTION,,L,,B,,,Rush,R,,-4,7,CAT,,
MCDANIEL,D,79,3,7,L,,3,11,26,GREEN ZONE,,10,,DOUBLES,RT,,WEAK,23,Pass,,5 STEP,,,,,SHILO,,Complete,J,2,4,SOLO,PANTHER,6A0FS,
MCDANIEL,D,80,3,7,R,TD,4,7,22,RED ZONE,,20,JAC,TRIPS BUNCH CUT CON,LT,,WEAK,32,Pass,,5 STEP,,,,,MESH SAIL,,Complete,Z,7,22,SOLO,PANTHER,6A0FS,
MCDANIEL,D,81,3,8,L,,0,10,-25,UPFIELD,,20,,FOX,RT,,PISTOL KING,21,Pass,RPO,IZ,BASE,L,,,SLANTS,,Complete,Y,5,12,4,OVER,,
MCDANIEL,D,82,3,8,L,,1,10,-37,UPFIELD,,20,,FOX CUT,RT,,PISTOL QUEEN,21,Run,,MZ,LEAD,L,,A,,,Rush,R,,13,4,OVER,,
MCDANIEL,D,83,3,8,L,,1,10,50,UPFIELD,,20,DUMMY,FOX,RT,,PISTOL QUEEN,21,Pass,,BOOT,,R,,,FLOOD,,Complete,F,1,27,MATCH,FIELD,NAKED,
MCDANIEL,D,85,4,8,R,,1,10,23,RED ZONE,,10,JAC,TRIPS,LT,,STRONG,41,Pass,,5 STEP,,,,,VERTS,,Incomplete,J,8,0,MATCH,CAT,6A0B,
MCDANIEL,D,86,4,8,R,,2,10,23,RED ZONE,,20,DUMMY,FOX CUT,LT,,PISTOL KING,21,Run,,POWER LEAD OPTION,,L,,E-Alley,,,Rush,R,,11,4,OVER,,
MCDANIEL,D,87,4,8,L,,1,10,12,RED ZONE,,20,,FOX CUT,RT,,PISTOL QUEEN,21,Run,,COUNTER,,R,,A,,,Rush,R,,-3,MATCH,WIDE,,
MCDANIEL,D,88,4,8,M,,2,13,15,RED ZONE,,20,,WOLF OFF SIB,RT,,STRONG,22,Run,,POWER LEAD OPTION,,R,,E-Alley,,,Rush,R,,0,4,OVER,,
MCDANIEL,D,89,4,8,R,FG,3,13,15,RED ZONE,,20,,FOX,LT,,PISTOL QUEEN,21,Pass,,5 STEP,,,,,TRAIL,BENCH,Incomplete,Y,7,0,1,OVER,6A3F,
MCDANIEL,D,90,4,9,R,,0,10,-20,UPFIELD,,20,,FOX CUT,LT,,PISTOL QUEEN,21,Run,,MZ,LEAD,R,,A,,,Rush,R,,3,4,OVER,,
MCDANIEL,D,91,4,9,R,,2,7,-23,UPFIELD,,10,DUMMY,DOUBLES,LT,,WEAK,23,Pass,RPO,IZ,LOCK,L,,,STICK,,Complete,J,3,8,7,OVER,,
MCDANIEL,D,92,4,9,R,,1,10,-31,UPFIELD,,20,,WOLF OFF,RT,,STRONG,23,Pass,,PAP,LD OPT,R,,,VERTS,CRACK & GO,Penalty,X,9,15,TRAP,OVER,LOP,
MCDANIEL,D,93,4,9,R,,1,10,-46,UPFIELD,,20,,FOX CUT CON,LT,,SPLIT,21,Run,,Q POWER READ,,L,,D,,,Rush,R,,10,4,OVER,,
MCDANIEL,D,94,4,9,L,,1,10,44,UPFIELD,,20,,FOX CUT,RT,,PISTOL KING,21,Pass,,PAP,LD OPT,R,,,SLICE,DIG,Complete,Y,4,12,TRAP,OVER,LOP,
MCDANIEL,D,95,4,9,R,,1,10,32,GREEN ZONE,,10,J MESH,FOX TIGHT,LT,,SPLIT,21,Run,,IZ,READ,R,,B,,,Rush,R,,3,4,OVER,,
MCDANIEL,D,96,4,9,R,,2,7,29,GREEN ZONE,,10,,DOUBLES,LT,,WEAK,23,Pass,RPO,IZ,LOCK,L,,,STICK,,Incomplete,J,1,0,TRAP,OVER,,
MCDANIEL,D,97,4,9,R,,3,7,29,GREEN ZONE,,10,,DOUBLES,LT,,WEAK,23,Pass,,5 STEP,,,,,SHILO,,Complete,J,2,1,4,EVEN,6A3F,
MCDANIEL,D,98,4,9,L,,4,6,28,GREEN ZONE,,10,,DOUBLES TIGHT CON,RT,,STRONG,22,Pass,,5 STEP,,,,,SHILO,,Scramble,Q,,17,MATCH,WIDE,6A3B,
MCDANIEL,D,99,4,9,R,,1,10,11,RED ZONE,,20,,FOX CUT,LT,,PISTOL QUEEN,21,Run,,COUNTER,,L,,C,,,Rush,R,,0,4,OVER,,
MCDANIEL,D,100,4,9,L,,2,10,11,RED ZONE,,20,,FOX,RT,,PISTOL QUEEN,21,Run,,IZ,BASE,R,,A,,,Rush,R,,0,4,OVER,,
MCDANIEL,D,101,4,9,L,,3,10,11,RED ZONE,,20,,FOX CUT CON,RT,,SPLIT,21,Pass,,5 STEP,,,,,SHOUT,VERT SWITCH,Sack,Q,,-10,7,EVEN,6A2B,
MCDANIEL,D,102,4,9,M,DOWNS,4,20,21,RED ZONE,,10,JAC,TRIPS,RT,,STRONG,41,Pass,,5 STEP,,,,,VERTS,,Scramble,X,6,0,CLUB,WIDE,6A3B,
MCDANIEL,D,103,4,10,R,,0,10,-33,UPFIELD,,20,,FOX,LT,,PISTOL QUEEN,21,Run,,MZ,LEAD,R,,A,,,Rush,R,,1,4,OVER,,
MCDANIEL,D,104,4,10,R,,2,9,-34,UPFIELD,,20,,FOX CUT,LT,,PISTOL QUEEN,21,Run,,COUNTER,,L,,B,,,Rush,R,,1,TRAP,OVER,,
MCDANIEL,D,105,4,10,R,GAME,3,8,-35,UPFIELD,,20,,FOX CUT,LT,,SPLIT,21,Run,,Q POWER READ,,L,,B,,,Rush,R,,3,4,OVER,,
JOHNS HOPKINS,D,106,1,1,R,,0,10,-24,UPFIELD,,20,,FOX,LT,,SPLIT,21,Run,,Q POWER READ,,R,,D,,,Rush,R,,6,4,OVER,,
JOHNS HOPKINS,D,107,1,1,R,,2,4,-30,UPFIELD,,20,,DOUBLES,LT,,WEAK,23,Pass,,3 STEP,,,,,SLANTS,STICK,Incomplete,J,3,0,1,OVER,6A3F,
JOHNS HOPKINS,D,108,1,1,R,PUNT,3,4,-30,UPFIELD,,20,,DOUBLES STACK CUT CON,LT,,WEAK,23,Pass,,5 STEP,,,,,GO,DRIVE,Sack,Q,,-4,BRACKET,OVER,5A3F,
JOHNS HOPKINS,D,109,1,2,L,,0,10,-25,UPFIELD,,20,,FOX,RT,,SPLIT,21,Run,,MZ,LEAD,L,,B,,,Rush,R,,0,4,OVER,,
JOHNS HOPKINS,D,110,1,2,L,,2,10,-25,UPFIELD,,20,JAC,TRIPS BUNCH CUT CON,RT,,WEAK,32,Pass,,5 STEP,,,,,MESH SPOT,,Complete,X,2,14,1,OVER,6A3F,
JOHNS HOPKINS,D,111,1,2,R,,1,10,-39,UPFIELD,,20,,FOX,LT,,SPLIT,21,Run,,IZ,READ OPTION,R,,C,,,Rush,R,,16,4,OVER,,
JOHNS HOPKINS,D,112,1,2,R,,1,10,45,UPFIELD,,20,J ORBIT,FOX,LT,,SPLIT,21,Run,,MZ,READ OPTION,R,,B,,,Rush,R,,17,1,OVER,,
JOHNS HOPKINS,D,113,1,2,R,,1,10,28,GREEN ZONE,,20,,FOX,LT,,SPLIT,21,Run,,IZ,BASE,L,,A,,,Rush,R,,1,1,OVER,,
JOHNS HOPKINS,D,114,1,2,R,,2,9,27,GREEN ZONE,,20,ZIN,FOX STACK CUT,LT,,SPLIT,21,Pass,,5 STEP,,,,,SPOT,GO,Incomplete,Y,7,0,1,OVER,6A3F,
JOHNS HOPKINS,D,115,1,2,R,,3,9,27,GREEN ZONE,,20,,TRIPS PINCH,LT,,STRONG,41,Pass,,3 STEP,,,,,RUB,SLANT,Complete,J,1,4,2,OVER,6A3B,
JOHNS HOPKINS,D,116,1,2,L,DOWNS,4,5,23,RED ZONE,,20,JAC,TRIPS BUNCH CUT CON,RT,,WEAK,32,Pass,,5 STEP,,,,,MESH WHEEL,,Incomplete,Z,5,0,MATCH,OVER,6A2F,
JOHNS HOPKINS,D,117,1,3,L,,0,10,-30,UPFIELD,,20,,FOX,LT,YES,SPLIT,12,Run,,IZ,ARC,L,,E-Alley,,,Rush,Q,,43,4,OVER,,
JOHNS HOPKINS,D,118,1,3,R,,1,10,27,GREEN ZONE,,20,,FOX,RT,YES,SPLIT,12,Run,,IZ,ARC,R,,B,,,Rush,R,,8,1,OVER,,
JOHNS HOPKINS,D,119,1,3,R,,2,2,19,RED ZONE,,20,,FOX,LT,,SPLIT,21,Run,,Q POWER READ,,R,,A,,,Rush,Q,,1,4,OVER,,
JOHNS HOPKINS,D,120,1,3,R,,3,1,18,RED ZONE,,20,,FOX,LT,,SPLIT,21,Run,,IZ,BASE,,,A,,,Rush,R,,3,1,OVER,,
JOHNS HOPKINS,D,121,1,3,R,,1,10,15,RED ZONE,,20,JAC,TRIPS BUNCH CUT CON,LT,,WEAK,32,Pass,,5 STEP,,,,,MESH WHEEL,,Incomplete,Y,6,0,4,OVER,6A3F,
JOHNS HOPKINS,D,122,1,3,R,,2,10,15,RED ZONE,,20,,FOX,LT,,SPLIT,21,Run,,IZ,READ OPTION,R,,C,,,Rush,R,,6,1,OVER,,
JOHNS HOPKINS,D,123,1,3,R,,3,4,9,RED ZONE,,20,,FOX,LT,,SPLIT,21,Run,,IZ,READ OPTION,R,,D,,,Rush,Q,,5,1,OVER,,
JOHNS HOPKINS,D,124,1,3,L,,1,4,4,GOALLINE,,20,,FOX,RT,,SPLIT,21,Run,,Q POWER READ,,L,,D,,,Rush,R,,2,1,OVER,,
JOHNS HOPKINS,D,125,1,3,L,,2,2,2,GOALLINE,,20,,FOX,LT,YES,SPLIT,12,Run,,IZ,LEAD,L,,C,,,Rush,R,,1,1,OVER,,
JOHNS HOPKINS,D,127,2,3,L,TD,3,1,1,GOALLINE,,32,X JUMP,BONE CLOSED UND,LT,,UNO TRUCK,11,Run,,MZ,LEAD,L,,D,,,Rush,R,,1,0,,,
JOHNS HOPKINS,D,128,2,4,R,,0,10,-22,UPFIELD,,20,,FOX,LT,,SPLIT,21,Pass,,PAP,READ OPTION,R,,,DBL POST,GO,Incomplete,Z,8,0,4,OVER,6A2B,
JOHNS HOPKINS,D,129,2,4,R,,2,10,-22,UPFIELD,,20,,FOX,LT,,SPLIT,21,Run,,IZ,READ OPTION,L,,C,,,Rush,Q,,0,4,OVER,,
JOHNS HOPKINS,D,130,2,4,R,PUNT,3,10,-22,UPFIELD,,20,JAC,TRIPS BUNCH CUT,LT,,WEAK,32,Pass,,5 STEP,,,,,SPOT RETURN,GO,Complete,J,5,7,BRILLO,OVER,6T3B,
JOHNS HOPKINS,D,131,2,5,L,,0,10,-12,BACKED UP,,20,,FOX,RT,,SPLIT,21,Run,,MZ,LEAD,L,,B,,,Rush,R,,3,4,OVER,,
JOHNS HOPKINS,D,132,2,5,L,,2,7,-15,BACKED UP,,20,ZIN,FOX STACK CUT,RT,,SPLIT,21,Pass,,5 STEP,,,,,SPOT,GO,Penalty,Y,7,15,1,OVER,6A3F,
JOHNS HOPKINS,D,133,2,5,L,,1,10,-30,UPFIELD,,20,F ORBIT,FOX,RT,,SPLIT,21,Run,,POWER LEAD OPTION,,L,,D,,,Rush,Q,,-3,4,OVER,,
JOHNS HOPKINS,D,134,2,5,L,,2,13,-27,UPFIELD,,20,,DOUBLES,RT,,STRONG,22,Pass,,5 STEP,,,,,VERTS,,Complete,J,8,23,1,OVER,6A2B,
