OPP TEAM,ODK,PLAY #,QTR,SERIES,HASH,DN,DIST,YARD LN,FZ,SIT,PERSONNEL,MOTION,OFF FORM,FORM LT/RT,FIB,BACKFIELD,FORM CODE,PLAY TYPE,PLAY TYPE 2,OFF PLAY,RUN TAG,PLAY DIR,SCR TAG,GAP,ROUTE CONCEPT,ROUTE 2,RESULT,BC,PASS ZONE,COVERAGE,DEF FRONT,PROTECTION (D),GN/LS,SERIES END,PENALTY
WILKES,D,24,2,5,R,1,15,34,GREEN ZONE,,10,,EMPTY 32,L,,EMPTY,32,Pass,,4 STEP,,,,,STICK,TRAIL,Complete,X,,7,SHADE,53F,32,,
WILKES,D,25,2,5,M,1,2,2,GOALLINE,,21,,PRO,L,,KING,21,Run,RPO,IZ,BASE,L,,A,,SLANT,,R,,1,SHADE,,0,,
WILKES,D,27,2,5,L,2,7,7,RED ZONE,,11,,TOM,R,,WEAK,32,Pass,,3 STEP,,,,,STICK,CANE,Complete,X,,CLAM,EVEN,6A2F,7,TD,
WILKES,D,28,2,6,M,0,10,-4,BACKED UP,,21,,PRO,R,,TRUCK,21,Run,,POWER,,R,,A,,,,R,,BRACKET,OVER,,7,,
WILKES,D,29,2,6,R,2,3,-11,BACKED UP,,21,,PRO,R,,KING,21,Pass,,BOOT,,L,,,STING,,Complete,,,7,OVER,NAKED,4,,
WILKES,D,30,2,6,L,1,10,-16,BACKED UP,,11,,WOLF,L,,STRONG,23,Pass,RPO,IZ,,R,,,,GLANCE,Complete,Z,,4,OVER,,21,,
WILKES,D,31,2,6,R,1,10,-37,UPFIELD,,11,J MESH,PRO,L,,SPLIT,22,Run,,SPD LD,,L,,C,,,,J,,BRACKET,OVER,,-5,,
WILKES,D,32,2,6,L,2,15,-32,UPFIELD,,11,,WOLF,L,,STRONG,23,Pass,,PAP,IZ,,,,PIVOT,TRAIL,Sack,Q,,SOLO,OVER,6T3B,-8,,
WILKES,D,33,2,6,L,3,23,-24,UPFIELD,,10,,TRIPS,R,,STRONG,41,Run,,IZ,LOCK,L,,A,,,,R,,2 INVERT,CAT,,3,PUNT,
WILKES,D,34,2,7,R,0,10,-32,UPFIELD,,10,,DOUBLES,L,,STRONG,22,Pass,,5 STEP,,,,,DIG SEAM,SILO,Incomplete,X,,TRAP,OVER,6A3B,0,,
WILKES,D,35,2,7,R,2,10,-32,UPFIELD,,10,,DOUBLES,L,,STRONG,22,Run,,IZ,LOCK,R,,A,,,,R,,PREVENT,CAT,,4,HALF,
WILKES,D,36,3,8,M,0,10,-15,BACKED UP,,11,,TREY,R,,WEAK,41,Pass,RPO,COUNTER TREY,,L,,,COLT SEAM,,Complete,Z,,7,EVEN,,12,,
WILKES,D,37,3,8,R,1,10,-29,UPFIELD,,11,,FOX,L,,KING,21,Run,RPO,IZ,LEAD,L,,A,,GLANCE,,R,,CLUB WEAK,SHADE,,5,,
WILKES,D,38,3,8,M,2,5,-34,UPFIELD,,11,YOP,TOM OFF,L,,STRONG,41,Run,,SPD OPT,,L,,D,,,,R,,SOLO,OVER,,7,,
WILKES,D,39,3,8,L,1,10,-41,UPFIELD,,10,,EMPTY 32,R,,EMPTY,32,Pass,,3 STEP,,,,,STICK,STICK,Complete,R,,4,CAT,50F,7,,
WILKES,D,40,3,8,L,2,3,-48,UPFIELD,,10,DUMMY,TRIPS,R,,STRONG,41,Pass,RPO,IZ,LOCK,L,,,SPACING,,Sack,Q,,7,CAT,,-6,FUMBLE,
WILKES,D,41,3,9,R,0,10,-20,UPFIELD,,20,,FOX,L,,SPLIT,21,Pass,,PAP,IZ,R,,,SILO,SILO,Complete,R,,SOLO,OVER,6T2F,4,,
WILKES,D,42,3,9,R,2,6,-24,UPFIELD,,20,JAC,FOX,R,YES,SPLIT,12,Run,,IZ,ARC,L,,A,,,,R,,7,SHADE,,3,,
WILKES,D,43,3,9,R,3,3,-27,UPFIELD,,11,,WOLF,R,,STRONG,23,Pass,,5 STEP,,,,,SHILO,,Complete,J,,SOLO,OVER,6T3B,13,,
WILKES,D,44,3,9,R,1,10,-40,UPFIELD,,11,,WOLF,R,,STRONG,23,Pass,,PAP,IZ,,,,PIVOT UP,TRAIL,Complete,R,,SOLO,OVER,6T3B,8,,
WILKES,D,45,3,9,L,2,2,-48,UPFIELD,,11,,WOLF,L,,STRONG,23,Run,RPO,IZ,,R,,B,,GLANCE,,R,,BRACKET,OVER,,3,,
WILKES,D,46,3,9,L,1,10,49,UPFIELD,,11,,WOLF,L,,STRONG,23,Run,,PUNCH,,L,,A,,,,R,,BRACKET,OVER,,4,,
WILKES,D,47,3,9,L,2,6,45,UPFIELD,,10,,TRIPS,R,,STRONG,41,Pass,,5 STEP,,,,,SMASH,CURL,Scramble,Q,,1,CAT,6T0F,0,,
WILKES,D,48,3,9,L,3,6,45,UPFIELD,,11,ZIN,WOLF CON,L,,STRONG,23,Pass,,5 STEP,,,,,FLO,DRIVE,Complete,Y,,2,OVER,6A2F,0,FUMBLE,
WILKES,D,49,4,10,M,0,10,-46,UPFIELD,,10,FLIP,TRIPS,R,,STRONG,41,Run,,IZ,LOCK,L,,B,,,,R,,7,SHADE,,-5,,
WILKES,D,50,4,10,M,1,15,-41,UPFIELD,,10,,TRIPS,R,,WEAK,32,Pass,,5 STEP,,,,,CROSS,DIG,Complete,X,,7,CAT,6A0F,19,,
WILKES,D,51,4,10,R,1,10,40,UPFIELD,,10,FLIP,TRIPS,R,YES,WEAK,13,Run,,IZ,LOCK,R,,B,,,,R,,SINK,CAT,,4,,
WILKES,D,52,4,10,R,2,6,36,GREEN ZONE,,10,,TRIPS,L,,WEAK,32,Pass,,5 STEP,,,,,VERTS,,Sack,Q,,1,CAT,50B,-10,,
WILKES,D,53,4,10,R,3,16,46,UPFIELD,,10,,TRIPS,L,,WEAK,32,Pass,,5 STEP,,,,,SEAM TRAIL,,Incomplete,J,,2,DOG,50F,0,PUNT,
WILKES,D,54,4,11,L,0,10,-35,UPFIELD,,11,,TREY,L,,WEAK,41,Run,,COUNTER TREY,,R,,B,,,,R,,7,FIELD,,10,,
WILKES,D,55,4,11,M,1,10,-45,UPFIELD,,11,,TREY BUNCH,L,YES,WEAK,14,Run,,IZ,LOCK,L,,A,,,,R,,7,FIELD,,2,,
WILKES,D,56,4,11,M,2,8,-47,UPFIELD,,11,,TOM,R,,STRONG,41,Pass,,5 STEP,,,,,PIVOT,COMEBACK,Complete,X,,SOLO,OVER,6T3F,9,,
WILKES,D,57,4,11,L,1,10,44,UPFIELD,,11,DUMMY,TOM,R,,STRONG,41,Run,,PUNCH,,R,,A,,,,R,,7,OPP,,8,,
WILKES,D,58,4,11,L,2,2,36,GREEN ZONE,,11,DUMMY,TREY,L,,WEAK,41,Run,SCR,COUNTER TREY,,R,,,,,Complete,Z,,7,OVER,,-10,,
WILKES,D,59,4,11,R,2,12,46,UPFIELD,,20,,FOX,L,,SPLIT,21,Pass,,PAP,IZ,L,,,VIPER,,Incomplete,Z,,4,FIELD,6T3B,0,,
WILKES,D,60,4,11,R,3,12,46,UPFIELD,,10,,TRIPS,L,,WEAK,32,Pass,,5 STEP,,,,,VERTS KNIFE,,Complete,J,,2,CAT,6A0F,18,,
WILKES,D,61,4,11,R,1,10,28,GREEN ZONE,,10,,TRIPS BUNCH,R,YES,STRONG,14,Run,,IZ,LOCK,L,,C,,,,R,,2,DOG,,9,,
WILKES,D,62,4,11,M,2,1,19,RED ZONE,,10,,DOUBLES,R,,STRONG,22,Pass,,3 STEP,,,,,DRAGON,SLIDE,Incomplete,X,,1,CAT,6A0B,15,,
WILKES,D,63,4,11,R,1,4,4,GOALLINE,,21Q,YH TRADE,UNB PRO TY QUADS,R,YES,STRONG,5,Run,,Q OUTSIDE ZONE,,R,,D,,,,Q,,0,FIELD,,4,TD,
WILKES,D,64,4,12,R,0,10,46,UPFIELD,4M,10,,TRIPS,L,,WEAK,32,Run,,IZ,READ,L,,A,,,,R,,7,SHADE,,5,,
WILKES,D,65,4,12,R,2,5,41,UPFIELD,4M,11,,TREY,R,,WEAK,41,Run,,COUNTER TREY,,L,,B,,,,R,,1,OVER,,11,,
WILKES,D,66,4,12,M,1,10,30,GREEN ZONE,4M,11,,TREY,R,,WEAK,41,Run,,COUNTER TREY,,L,,A,,,,R,,SOLO,FIELD,,6,,
WILKES,D,67,4,12,L,2,4,24,RED ZONE,4M,11,,TREY,R,YES,WEAK,14,Run,,IZ,READ,R,,B,,,,R,,7,OVER,,4,,
WILKES,D,68,4,12,L,1,10,20,RED ZONE,4M,21,,PRO,L,YES,TRUCK,12,Run,,POWER,,L,,C,,,,R,,4,OVER,,13,,
WILKES,D,69,4,12,L,1,7,7,RED ZONE,4M,21,,SLOT,R,YES,KING,12,Run,,IZ,BASE,R,,B,,,,R,,0,SHADE,,4,,
WILKES,D,70,4,12,L,2,3,3,GOALLINE,4M,21,,PRO,L,YES,TRUCK,12,Run,,POWER,,L,,A,,,,R,,0,OPP,,3,TD,
