OPP TEAM,ODK,PLAY #,QTR,SERIES,HASH,T & 10,DN,DIST,YARD LN,FZ,GN/LS,RESULT,SIT,PERSONNEL,MOTION,OFF FORM,FORM LT/RT,FIB,BACKFIELD,FORM CODE,PLAY TYPE,PLAY TYPE 2,OFF PLAY,RUN TAG,PLAY DIR,SCR TAG,ROUTE CONCEPT,ROUTE 2,BC,GAP,PASS ZONE,COVERAGE,PROTECTION (D),DEF FRONT,STUNT,BLITZ,POST SACK,SERIES END,LAUNCH PT,LAUNCH TIME,ESCAPE PTS,2&10,PEN +/-,PENALTY
Misericordia University,O,42,4,14,M,,1,10,-24,UPFIELD,8,Complete,,11,,TOM,RT,,WK,,Pass,,5 STEP,,L,,STICK,COMEBACK,Z,,4,3,60AF,UNDER,,,,,9LOOP,344,LOOP,,,
Misericordia University,O,43,4,14,L,,2,2,-32,UPFIELD,4,Rush,,11,,TOM,RT,,WK,,Run,,IZ,READ,R,,,,T,A,,,,UNDER,,,,,,,,,,
Misericordia University,O,44,4,14,M,,1,10,-36,UPFIELD,1,Rush,,11,S HIP,WOLF,LT,,WK,,Run,,POWER,,R,,,,T,C,,,,UNDER,,,,,,,,,,
Misericordia University,O,45,4,14,M,,2,9,-37,UPFIELD,0,Incomplete,,11,J ACROSS,WOLF,RT,,WK,,Pass,,5 STEP,,L,,WHIP DIG,,,,7,3,60AF,UNDER,,,,,10LOOP,510,LOOP,,,
Misericordia University,O,46,4,14,M,,3,9,-37,UPFIELD,63,TD,,10,,TRIPS,RT,,STRONG,,Pass,,5 STEP,,R,,VERTS,SEAM,S,,9,4,60AF,UNDER,,,,TD,5RG,338,,,,
Misericordia University,O,53,4,15,R,,1,10,45,MIDFIELD,1,Rush,,12,,SLOT,RT,,TRUCK,,Run,,ISO,,R,,,,T,B,,,,UNDER,,,,,,,,,,
Misericordia University,O,54,4,15,R,,2,8,44,MIDFIELD,-4,Rush,,11,,TREY,LT,,WK,,Run,RPO,IZ,READ,L,,,,Q,B,,,,UNDER,,,,,,,,,,
Misericordia University,O,55,4,15,R,,3,11,48,MIDFIELD,5,Complete,,10,,DBLS,LT,,WK,,Pass,SCR,T SLIP,,R,,T SLIP,,T,,3,2,SCREEN,UNDER,,,,PUNT,7OC,222,,,,
Misericordia University,O,67,4,17,R,,2,1,50,MIDFIELD,2,Rush,,11,,TOM,LT,YES,STRONG,,Run,,PUNCH,,,,,,T,A,,,,UNDER,,,,,,,,,,
Misericordia University,O,69,4,17,M,,2,1,39,GREEN ZONE,0,Rush,,11,,TOM,RT,,WK,,Run,,IZ,READ,,,,,T,A,,,,UNDER,,,,,,,,,,
Misericordia University,O,70,4,17,R,,3,1,39,GREEN ZONE,0,Rush,,11,,TREY,LT,,WK,,Run,,IZ,READ,,,,,T,C,,,,UNDER,,,,,,,,,,
